Users,ScreenUsage,HeartRate, ActivFit, storage, Notif, BatterySensor, Bluetooth, LightSensor, Activity,SA,Errors
a41205aa251f256a,5.0,3.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,5.0,2.0
db5d920093e42adf,9.0,5.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0
1e04a6b98d331fb6,62.0,62.0,0.0,0.0,60.0,62.0,53.0,62.0,0.0,62.0,0.0
93f07d341ad542da,9.0,8.0,1.0,0.0,9.0,9.0,8.0,9.0,1.0,9.0,1.0
44227d1e573b50a0,19.0,19.0,19.0,0.0,19.0,19.0,16.0,0.0,19.0,19.0,1.0
8dce05b3ff3f1c42,20.0,20.0,0.0,0.0,20.0,20.0,18.0,0.0,0.0,20.0,4.0
816f074ed6b03ca3,8.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,8.0,0.0
afdd18a37ba08594,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0
e0076a851fb8d9c4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62e3a22357cf5f5b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61a60fedd5da38de,42.0,42.0,42.0,0.0,42.0,42.0,42.0,42.0,41.0,42.0,0.0
